Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
October 31 2023,Contra Costa,CA,Passenger,1,1,2,160,162,1.23
April 30 2017,Riverside,CA,Passenger,1,1,2,843,845,0.24
February 28 2021,San Bernardino,CA,Passenger,1,0,1,399,400,0.25
April 30 2018,Monterey,CA,Passenger,0,1,1,193,194,0.52
November 30 2019,Shasta,CA,Passenger,1,0,1,39,40,2.5
May 31 2020,Solano,CA,Passenger,1,0,1,211,212,0.47
September 30 2017,Monterey,CA,Passenger,0,2,2,200,202,0.99
March 31 2020,San Francisco,CA,Passenger,2,2,4,106,110,3.64
April 30 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
December 31 2023,Yuba,CA,Passenger,1,0,1,47,48,2.08
March 31 2022,Sonoma,CA,Passenger,0,1,1,91,92,1.09
March 31 2020,Lake,CA,Passenger,0,1,1,11,12,8.33
April 30 2023,Solano,CA,Passenger,5,1,6,151,157,3.82
February 29 2024,Los Angeles,CA,Passenger,11,3,14,596,610,2.3
July 31 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
January 31 2018,Orange,CA,Passenger,3,1,4,591,595,0.67
November 30 2021,Contra Costa,CA,Passenger,1,3,4,251,255,1.57
November 30 2024,Fresno,CA,Passenger,0,1,1,105,106,0.94
June 30 2023,Kings,CA,Passenger,2,2,4,271,275,1.45
April 30 2022,San Diego,CA,Passenger,16,6,22,2538,2560,0.86
February 28 2021,Ventura,CA,Passenger,1,2,3,293,296,1.01
August 31 2024,Yolo,CA,Passenger,3,0,3,22,25,12.0
November 30 2023,San Luis Obispo,CA,Passenger,1,1,2,44,46,4.35
September 30 2019,Los Angeles,CA,Passenger,7,7,14,1130,1144,1.22
March 31 2024,Sacramento,CA,Passenger,2,1,3,155,158,1.9
November 30 2023,San Benito,CA,Passenger,1,0,1,6,7,14.29
February 28 2023,Sacramento,CA,Passenger,3,1,4,219,223,1.79
March 31 2023,Marin,CA,Passenger,2,1,3,37,40,7.5
October 31 2018,Contra Costa,CA,Passenger,0,1,1,409,410,0.24
November 30 2022,El Dorado,CA,Passenger,1,0,1,25,26,3.85
April 30 2024,Riverside,CA,Passenger,6,0,6,371,377,1.59
October 31 2021,Sacramento,CA,Passenger,2,1,3,260,263,1.14
October 31 2020,San Francisco,CA,Passenger,1,2,3,99,102,2.94
May 31 2021,San Mateo,CA,Passenger,2,0,2,123,125,1.6
October 31 2022,Ventura,CA,Passenger,3,3,6,250,256,2.34
August 31 2024,Santa Clara,CA,Passenger,11,3,14,146,160,8.75
July 31 2023,Sacramento,CA,Passenger,3,1,4,187,191,2.09
January 31 2020,Sacramento,CA,Passenger,1,1,2,306,308,0.65
April 30 2020,Los Angeles,CA,Passenger,6,11,17,1055,1072,1.59
June 30 2021,Fresno,CA,Passenger,1,0,1,196,197,0.51
July 31 2023,San Diego,CA,Passenger,20,7,27,2221,2248,1.2
April 30 2023,San Joaquin,CA,Passenger,0,1,1,93,94,1.06
September 30 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
March 31 2022,Riverside,CA,Passenger,9,0,9,532,541,1.66
November 30 2022,Alameda,CA,Passenger,7,2,9,206,215,4.19
February 29 2020,Alameda,CA,Passenger,3,1,4,301,305,1.31
March 31 2023,Alameda,CA,Passenger,7,1,8,200,208,3.85
May 31 2024,Marin,CA,Passenger,2,1,3,31,34,8.82
December 31 2019,Riverside,CA,Passenger,5,1,6,661,667,0.9
November 30 2019,Sacramento,CA,Passenger,0,1,1,312,313,0.32
March 31 2022,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
June 30 2024,Solano,CA,Passenger,5,0,5,134,139,3.6
July 31 2017,Lake,CA,Passenger,0,1,1,15,16,6.25
January 31 2022,Los Angeles,CA,Passenger,7,6,13,902,915,1.42
October 31 2019,Kern,CA,Passenger,0,1,1,223,224,0.45
April 30 2023,San Francisco,CA,Passenger,3,0,3,80,83,3.61
April 30 2019,Contra Costa,CA,Passenger,2,1,3,381,384,0.78
February 29 2024,Orange,CA,Passenger,7,2,9,319,328,2.74
July 31 2022,El Dorado,CA,Passenger,1,0,1,27,28,3.57
May 31 2019,Monterey,CA,Passenger,0,1,1,197,198,0.51
April 30 2024,Sacramento,CA,Truck,1,0,1,31,32,3.12
February 28 2022,Kern,CA,Passenger,0,1,1,206,207,0.48
November 30 2021,Sacramento,CA,Passenger,2,1,3,261,264,1.14
November 30 2024,Sacramento,CA,Passenger,1,0,1,122,123,0.81
June 30 2024,Monterey,CA,Truck,1,0,1,26,27,3.7
February 29 2024,Kern,CA,Passenger,1,1,2,162,164,1.22
April 30 2020,Sacramento,CA,Passenger,1,1,2,289,291,0.69
April 30 2023,San Mateo,CA,Passenger,3,0,3,86,89,3.37
March 31 2023,Santa Clara,CA,Passenger,14,5,19,227,246,7.72
December 31 2021,Riverside,CA,Passenger,7,0,7,553,560,1.25
December 31 2018,Ventura,CA,Passenger,0,2,2,338,340,0.59
December 31 2021,San Joaquin,CA,Passenger,0,1,1,108,109,0.92
November 30 2024,Sonoma,CA,Passenger,1,1,2,48,50,4.0
November 30 2021,Ventura,CA,Passenger,2,3,5,279,284,1.76
October 31 2021,Orange,CA,Passenger,6,2,8,451,459,1.74
March 31 2023,Solano,CA,Passenger,4,1,5,154,159,3.14
August 31 2019,Los Angeles,CA,Passenger,6,6,12,1142,1154,1.04
December 31 2021,San Mateo,CA,Passenger,3,0,3,99,102,2.94
May 31 2019,Kern,CA,Passenger,0,1,1,224,225,0.44
April 30 2018,San Mateo,CA,Passenger,1,1,2,136,138,1.45
March 31 2021,Santa Clara,CA,Passenger,10,2,12,291,303,3.96
March 31 2024,San Diego,CA,Passenger,20,9,29,1987,2016,1.44
January 31 2023,San Diego,CA,Passenger,22,7,29,2394,2423,1.2
July 31 2023,Solano,CA,Passenger,5,1,6,144,150,4.0
September 30 2020,Monterey,CA,Passenger,0,2,2,169,171,1.17
November 30 2023,Yolo,CA,Passenger,3,0,3,23,26,11.54
June 30 2017,Sacramento,CA,Passenger,0,1,1,384,385,0.26
August 31 2017,Sacramento,CA,Passenger,1,1,2,356,358,0.56
July 31 2020,San Diego,CA,Passenger,15,3,18,2760,2778,0.65
December 31 2021,Contra Costa,CA,Passenger,1,3,4,249,253,1.58
September 30 2022,Ventura,CA,Passenger,3,3,6,251,257,2.33
October 31 2023,Sonoma,CA,Passenger,2,1,3,63,66,4.55
July 31 2022,Los Angeles,CA,Passenger,6,7,13,843,856,1.52
January 31 2020,Riverside,CA,Passenger,5,1,6,669,675,0.89
June 30 2023,Marin,CA,Passenger,2,1,3,36,39,7.69
July 31 2020,Placer,CA,Passenger,2,0,2,96,98,2.04
August 31 2019,Contra Costa,CA,Passenger,2,1,3,362,365,0.82
February 29 2020,Lake,CA,Passenger,0,1,1,11,12,8.33
May 31 2022,Alameda,CA,Passenger,6,2,8,216,224,3.57
December 31 2020,San Francisco,CA,Passenger,1,2,3,103,106,2.83
September 30 2019,San Francisco,CA,Passenger,2,2,4,111,115,3.48
July 31 2021,San Diego,CA,Passenger,19,4,23,2600,2623,0.88
August 31 2019,Alameda,CA,Passenger,3,1,4,308,312,1.28
December 31 2020,San Mateo,CA,Passenger,2,1,3,127,130,2.31
September 30 2022,Kings,CA,Passenger,2,1,3,299,302,0.99
December 31 2022,Kings,CA,Passenger,2,1,3,291,294,1.02
March 31 2022,Fresno,CA,Passenger,1,0,1,172,173,0.58
June 30 2017,Santa Clara,CA,Passenger,5,2,7,410,417,1.68
June 30 2022,San Mateo,CA,Passenger,3,0,3,102,105,2.86
March 31 2023,San Joaquin,CA,Passenger,0,1,1,90,91,1.1
September 30 2023,San Luis Obispo,CA,Passenger,1,1,2,48,50,4.0
July 31 2022,Marin,CA,Passenger,1,1,2,35,37,5.41
April 30 2019,Monterey,CA,Passenger,0,1,1,194,195,0.51
August 31 2024,Riverside,CA,Passenger,5,0,5,346,351,1.42
December 31 2022,San Diego,CA,Passenger,22,6,28,2411,2439,1.15
April 30 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
June 30 2019,Orange,CA,Passenger,6,1,7,555,562,1.25
August 31 2018,Santa Clara,CA,Passenger,8,0,8,390,398,2.01
January 31 2021,Sacramento,CA,Passenger,2,1,3,267,270,1.11
January 31 2019,Sacramento,CA,Passenger,0,1,1,309,310,0.32
November 30 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
October 31 2018,Monterey,CA,Passenger,0,1,1,196,197,0.51
August 31 2024,Contra Costa,CA,Passenger,2,1,3,122,125,2.4
January 31 2024,Sacramento,CA,Truck,1,0,1,31,32,3.12
January 31 2019,San Francisco,CA,Passenger,2,2,4,118,122,3.28
June 30 2021,Alameda,CA,Passenger,4,0,4,254,258,1.55
January 31 2018,Alameda,CA,Passenger,0,1,1,369,370,0.27
June 30 2023,Sacramento,CA,Passenger,3,1,4,196,200,2.0
October 31 2019,Contra Costa,CA,Passenger,2,2,4,351,355,1.13
January 31 2017,Alameda,CA,Passenger,6,1,7,404,411,1.7
March 31 2019,San Francisco,CA,Passenger,2,2,4,114,118,3.39
May 31 2024,Sacramento,CA,Passenger,2,1,3,146,149,2.01
July 31 2024,San Francisco,CA,Passenger,2,0,2,51,53,3.77
September 30 2021,Placer,CA,Passenger,2,0,2,80,82,2.44
August 31 2021,Orange,CA,Passenger,6,2,8,457,465,1.72
December 31 2019,Shasta,CA,Passenger,1,0,1,38,39,2.56
February 28 2021,Kern,CA,Passenger,0,1,1,219,220,0.45
May 31 2022,Riverside,CA,Passenger,10,0,10,533,543,1.84
December 31 2023,Marin,CA,Passenger,2,1,3,32,35,8.57
January 31 2018,Sacramento,CA,Passenger,1,1,2,319,321,0.62
March 31 2022,Alameda,CA,Passenger,6,1,7,227,234,2.99
November 30 2023,Sonoma,CA,Passenger,2,1,3,63,66,4.55
May 31 2019,San Mateo,CA,Passenger,2,1,3,131,134,2.24
March 31 2024,San Benito,CA,Passenger,1,0,1,5,6,16.67
September 30 2024,Sacramento,CA,Truck,1,0,1,28,29,3.45
August 31 2023,San Joaquin,CA,Passenger,0,1,1,82,83,1.2
September 30 2020,San Diego,CA,Passenger,16,3,19,2741,2760,0.69
June 30 2020,Sacramento,CA,Passenger,1,1,2,288,290,0.69
September 30 2018,Contra Costa,CA,Passenger,0,1,1,414,415,0.24
May 31 2021,San Bernardino,CA,Passenger,1,0,1,399,400,0.25
November 30 2018,San Mateo,CA,Passenger,2,1,3,136,139,2.16
September 30 2019,Placer,CA,Passenger,1,0,1,105,106,0.94
December 31 2023,Sonoma,CA,Passenger,2,1,3,64,67,4.48
October 31 2024,San Luis Obispo,CA,Passenger,0,1,1,32,33,3.03
May 31 2020,Monterey,CA,Passenger,0,1,1,180,181,0.55
August 31 2020,Los Angeles,CA,Passenger,7,11,18,1041,1059,1.7
July 31 2018,San Francisco,CA,Passenger,1,2,3,126,129,2.33
May 31 2021,Ventura,CA,Passenger,1,2,3,290,293,1.02
December 31 2018,San Mateo,CA,Passenger,2,1,3,136,139,2.16
May 31 2019,Sacramento,CA,Passenger,0,1,1,306,307,0.33
April 30 2022,San Joaquin,CA,Passenger,0,1,1,106,107,0.93
May 31 2021,Los Angeles,CA,Passenger,9,10,19,968,987,1.93
July 31 2018,Sacramento,CA,Passenger,0,1,1,319,320,0.31
March 31 2019,Fresno,CA,Passenger,1,0,1,199,200,0.5
November 30 2019,Los Angeles,CA,Passenger,6,10,16,1109,1125,1.42
March 31 2022,Contra Costa,CA,Passenger,0,2,2,241,243,0.82
October 31 2021,Los Angeles,CA,Passenger,6,8,14,916,930,1.51
April 30 2017,San Mateo,CA,Passenger,0,1,1,158,159,0.63
July 31 2024,Sonoma,CA,Passenger,2,1,3,57,60,5.0
September 30 2018,Los Angeles,CA,Passenger,5,5,10,1161,1171,0.85
November 30 2018,San Francisco,CA,Passenger,2,2,4,120,124,3.23
May 31 2023,Contra Costa,CA,Passenger,1,3,4,181,185,2.16
April 30 2018,Ventura,CA,Passenger,0,1,1,335,336,0.3
February 28 2019,Monterey,CA,Passenger,0,1,1,193,194,0.52
October 31 2022,San Luis Obispo,CA,Passenger,1,1,2,63,65,3.08
August 31 2024,Ventura,CA,Passenger,2,3,5,186,191,2.62
February 29 2024,Santa Cruz,CA,Passenger,1,0,1,21,22,4.55
June 30 2023,San Mateo,CA,Passenger,3,0,3,81,84,3.57
August 31 2023,Kern,CA,Passenger,1,1,2,183,185,1.08
January 31 2021,Ventura,CA,Passenger,1,2,3,294,297,1.01
November 30 2021,Kern,CA,Passenger,0,1,1,205,206,0.49
October 31 2023,Yolo,CA,Passenger,2,0,2,23,25,8.0
October 31 2022,San Mateo,CA,Passenger,1,0,1,91,92,1.09
June 30 2024,San Mateo,CA,Passenger,3,0,3,58,61,4.92
July 31 2020,Alameda,CA,Passenger,2,0,2,284,286,0.7
November 30 2022,San Luis Obispo,CA,Passenger,1,1,2,61,63,3.17
November 30 2018,Santa Cruz,CA,Passenger,1,0,1,42,43,2.33
July 31 2019,Alameda,CA,Passenger,3,2,5,317,322,1.55
October 31 2023,Monterey,CA,Passenger,0,3,3,122,125,2.4
April 30 2022,San Mateo,CA,Passenger,3,0,3,98,101,2.97
June 30 2021,Santa Cruz,CA,Passenger,1,0,1,26,27,3.7
September 30 2023,Yuba,CA,Passenger,1,0,1,51,52,1.92
June 30 2020,San Diego,CA,Passenger,15,4,19,2759,2778,0.68
May 31 2022,San Joaquin,CA,Passenger,0,1,1,106,107,0.93
August 31 2020,Shasta,CA,Passenger,1,0,1,36,37,2.7
July 31 2018,Ventura,CA,Passenger,0,2,2,331,333,0.6
February 28 2019,Lake,CA,Passenger,0,1,1,12,13,7.69
January 31 2024,San Bernardino,CA,Passenger,3,1,4,303,307,1.3
February 28 2022,San Luis Obispo,CA,Passenger,1,1,2,64,66,3.03
February 28 2022,San Francisco,CA,Passenger,2,2,4,103,107,3.74
July 31 2021,Contra Costa,CA,Passenger,2,3,5,251,256,1.95
October 31 2023,Kings,CA,Passenger,5,2,7,261,268,2.61
August 31 2023,San Diego,CA,Passenger,20,7,27,2200,2227,1.21
January 31 2024,Riverside,CA,Passenger,7,0,7,393,400,1.75
April 30 2019,Riverside,CA,Passenger,2,2,4,686,690,0.58
December 31 2019,Kern,CA,Passenger,0,1,1,223,224,0.45
November 30 2021,San Bernardino,CA,Passenger,1,1,2,400,402,0.5
July 31 2018,Santa Clara,CA,Passenger,7,0,7,386,393,1.78
May 31 2023,Shasta,CA,Passenger,1,0,1,30,31,3.23
April 30 2022,San Luis Obispo,CA,Passenger,2,1,3,66,69,4.35
March 31 2023,San Bernardino,CA,Passenger,3,1,4,337,341,1.17
October 31 2017,San Diego,CA,Passenger,5,2,7,2622,2629,0.27
January 31 2018,San Mateo,CA,Passenger,0,1,1,144,145,0.69
February 28 2017,Orange,CA,Passenger,2,1,3,687,690,0.43
July 31 2023,Placer,CA,Passenger,1,0,1,75,76,1.32
December 31 2022,El Dorado,CA,Passenger,1,0,1,24,25,4.0
August 31 2024,Placer,CA,Passenger,3,0,3,56,59,5.08
May 31 2019,Lake,CA,Passenger,0,1,1,11,12,8.33
September 30 2023,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
October 31 2022,Riverside,CA,Passenger,9,0,9,502,511,1.76
August 31 2020,Sacramento,CA,Passenger,1,1,2,282,284,0.7
February 28 2023,El Dorado,CA,Passenger,1,0,1,23,24,4.17
December 31 2022,Placer,CA,Passenger,2,0,2,74,76,2.63
August 31 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
January 31 2019,San Diego,CA,Passenger,10,3,13,2593,2606,0.5
May 31 2024,Kings,CA,Passenger,5,1,6,232,238,2.52
March 31 2018,Ventura,CA,Passenger,0,1,1,343,344,0.29
August 31 2019,Kern,CA,Passenger,0,1,1,222,223,0.45
August 31 2024,Kern,CA,Passenger,1,1,2,139,141,1.42
April 30 2022,Kern,CA,Passenger,0,1,1,201,202,0.5
December 31 2019,Ventura,CA,Passenger,0,2,2,320,322,0.62
April 30 2022,Contra Costa,CA,Passenger,0,2,2,244,246,0.81
June 30 2024,Kings,CA,Passenger,4,1,5,229,234,2.14
December 31 2017,Santa Clara,CA,Passenger,7,1,8,394,402,1.99
May 31 2021,Contra Costa,CA,Passenger,3,3,6,261,267,2.25
July 31 2024,Yolo,CA,Passenger,3,0,3,22,25,12.0
April 30 2018,Sacramento,CA,Passenger,1,1,2,316,318,0.63
July 31 2023,Los Angeles,CA,Passenger,7,3,10,685,695,1.44
March 31 2021,Monterey,CA,Passenger,0,2,2,161,163,1.23
January 31 2022,San Luis Obispo,CA,Passenger,1,1,2,64,66,3.03
October 31 2021,Santa Clara,CA,Passenger,11,4,15,280,295,5.08
November 30 2023,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
October 31 2022,San Bernardino,CA,Passenger,2,1,3,357,360,0.83
August 31 2024,Sacramento,CA,Passenger,2,0,2,133,135,1.48
March 31 2021,San Diego,CA,Passenger,15,3,18,2675,2693,0.67
August 31 2022,San Joaquin,CA,Passenger,0,1,1,99,100,1.0
March 31 2022,Placer,CA,Passenger,2,0,2,82,84,2.38
December 31 2021,San Bernardino,CA,Passenger,1,1,2,399,401,0.5
January 31 2019,Kern,CA,Passenger,0,1,1,232,233,0.43
July 31 2024,Santa Cruz,CA,Passenger,1,0,1,18,19,5.26
January 31 2023,Yuba,CA,Passenger,1,0,1,55,56,1.79
June 30 2022,Kings,CA,Passenger,2,1,3,309,312,0.96
March 31 2022,Monterey,CA,Passenger,0,3,3,150,153,1.96
May 31 2023,Placer,CA,Passenger,1,0,1,73,74,1.35
April 30 2021,Monterey,CA,Passenger,0,2,2,162,164,1.22
August 31 2021,Placer,CA,Passenger,2,0,2,81,83,2.41
August 31 2024,San Mateo,CA,Passenger,3,0,3,54,57,5.26
May 31 2024,Santa Clara,CA,Passenger,13,3,16,156,172,9.3
September 30 2024,El Dorado,CA,Passenger,2,0,2,14,16,12.5
October 31 2020,El Dorado,CA,Passenger,1,0,1,36,37,2.7
January 31 2023,El Dorado,CA,Passenger,1,0,1,24,25,4.0
July 31 2019,Contra Costa,CA,Passenger,2,1,3,369,372,0.81
September 30 2022,Placer,CA,Passenger,2,0,2,78,80,2.5
March 31 2023,Sacramento,CA,Passenger,3,1,4,213,217,1.84
April 30 2017,Santa Clara,CA,Passenger,6,2,8,422,430,1.86
October 31 2022,Monterey,CA,Passenger,0,3,3,141,144,2.08
October 31 2019,Solano,CA,Passenger,1,0,1,209,210,0.48
February 28 2021,San Diego,CA,Passenger,14,3,17,2695,2712,0.63
August 31 2020,Fresno,CA,Passenger,1,0,1,196,197,0.51
August 31 2023,Los Angeles,CA,Passenger,8,3,11,674,685,1.61
November 30 2020,San Mateo,CA,Passenger,2,1,3,128,131,2.29
April 30 2019,Kern,CA,Passenger,0,1,1,225,226,0.44
November 30 2017,Monterey,CA,Passenger,0,2,2,203,205,0.98
July 31 2023,Yolo,CA,Passenger,2,0,2,26,28,7.14
March 31 2017,Ventura,CA,Passenger,0,2,2,389,391,0.51
August 31 2023,Alameda,CA,Passenger,6,2,8,189,197,4.06
April 30 2024,Fresno,CA,Passenger,0,1,1,127,128,0.78
September 30 2023,Contra Costa,CA,Passenger,1,1,2,164,166,1.2
January 31 2022,Kern,CA,Passenger,0,1,1,204,205,0.49
February 28 2021,El Dorado,CA,Passenger,1,0,1,37,38,2.63
November 30 2019,Placer,CA,Passenger,1,0,1,106,107,0.93
November 30 2021,Los Angeles,CA,Passenger,8,6,14,921,935,1.5
February 28 2018,Sacramento,CA,Passenger,1,1,2,314,316,0.63
March 31 2022,Kings,CA,Passenger,2,1,3,318,321,0.93
November 30 2021,Alameda,CA,Passenger,6,0,6,234,240,2.5
May 31 2018,Monterey,CA,Passenger,0,1,1,192,193,0.52
January 31 2020,Orange,CA,Passenger,7,2,9,538,547,1.65
April 30 2023,San Diego,CA,Passenger,21,7,28,2323,2351,1.19
March 31 2021,Fresno,CA,Passenger,1,0,1,195,196,0.51
September 30 2024,San Diego,CA,Passenger,22,8,30,1754,1784,1.68
September 30 2023,San Francisco,CA,Passenger,4,0,4,67,71,5.63
July 31 2020,Ventura,CA,Passenger,1,1,2,300,302,0.66
December 31 2023,San Diego,CA,Truck,1,0,1,435,436,0.23
December 31 2020,San Diego,CA,Passenger,14,2,16,2737,2753,0.58
December 31 2021,Sacramento,CA,Passenger,1,1,2,253,255,0.78
July 31 2022,Orange,CA,Passenger,8,3,11,415,426,2.58
September 30 2024,Santa Barbara,CA,Passenger,1,0,1,54,55,1.82
May 31 2019,Orange,CA,Passenger,6,1,7,554,561,1.25
January 31 2017,Santa Barbara,CA,Passenger,0,1,1,135,136,0.74
November 30 2017,Orange,CA,Passenger,3,1,4,609,613,0.65
May 31 2017,Orange,CA,Passenger,3,1,4,660,664,0.6
January 31 2018,San Diego,CA,Passenger,6,2,8,2584,2592,0.31
January 31 2020,Shasta,CA,Passenger,1,0,1,36,37,2.7
July 31 2022,San Diego,CA,Passenger,21,8,29,2473,2502,1.16
September 30 2017,San Diego,CA,Passenger,6,2,8,2651,2659,0.3
November 30 2019,Solano,CA,Passenger,1,0,1,208,209,0.48
September 30 2018,Alameda,CA,Passenger,0,2,2,347,349,0.57
June 30 2019,Lake,CA,Passenger,0,1,1,10,11,9.09
February 28 2021,Alameda,CA,Passenger,4,0,4,274,278,1.44
November 30 2023,Los Angeles,CA,Passenger,11,3,14,642,656,2.13
July 31 2020,Riverside,CA,Passenger,4,1,5,639,644,0.78
June 30 2017,San Mateo,CA,Passenger,0,1,1,153,154,0.65
September 30 2022,Contra Costa,CA,Passenger,0,3,3,218,221,1.36
February 28 2019,Shasta,CA,Passenger,1,0,1,45,46,2.17
September 30 2023,Marin,CA,Passenger,2,1,3,32,35,8.57
August 31 2017,Tulare,CA,Passenger,1,0,1,197,198,0.51
July 31 2020,San Mateo,CA,Passenger,1,1,2,126,128,1.56
June 30 2021,Placer,CA,Passenger,2,0,2,88,90,2.22
November 30 2024,Orange,CA,Passenger,4,1,5,244,249,2.01
August 31 2021,Monterey,CA,Passenger,0,3,3,163,166,1.81
June 30 2022,Marin,CA,Passenger,1,1,2,37,39,5.13
April 30 2023,Santa Clara,CA,Passenger,15,5,20,223,243,8.23
September 30 2021,Santa Clara,CA,Passenger,11,3,14,281,295,4.75
September 30 2024,Sacramento,CA,Passenger,1,0,1,132,133,0.75
February 29 2024,Marin,CA,Truck,1,0,1,5,6,16.67
January 31 2022,Riverside,CA,Passenger,7,0,7,550,557,1.26
July 31 2024,Solano,CA,Passenger,5,0,5,129,134,3.73
November 30 2020,Santa Clara,CA,Passenger,9,2,11,293,304,3.62
October 31 2019,Sacramento,CA,Passenger,0,1,1,309,310,0.32
June 30 2019,Riverside,CA,Passenger,2,2,4,677,681,0.59
October 31 2023,San Joaquin,CA,Passenger,0,1,1,78,79,1.27
May 31 2017,San Mateo,CA,Passenger,0,1,1,158,159,0.63
April 30 2017,Marin,CA,Passenger,1,0,1,61,62,1.61
January 31 2023,Sacramento,CA,Passenger,3,1,4,223,227,1.76
January 31 2017,Orange,CA,Passenger,2,1,3,714,717,0.42
May 31 2022,Orange,CA,Passenger,7,3,10,434,444,2.25
October 31 2019,Santa Clara,CA,Passenger,8,2,10,379,389,2.57
March 31 2019,Alameda,CA,Passenger,2,2,4,334,338,1.18
April 30 2021,Los Angeles,CA,Passenger,9,10,19,979,998,1.9
April 30 2020,San Mateo,CA,Passenger,1,1,2,134,136,1.47
December 31 2020,Alameda,CA,Passenger,4,0,4,282,286,1.4
August 31 2023,San Mateo,CA,Passenger,3,0,3,76,79,3.8
August 31 2022,San Mateo,CA,Passenger,2,0,2,94,96,2.08
February 28 2017,Marin,CA,Passenger,1,0,1,61,62,1.61
May 31 2023,Riverside,CA,Passenger,9,1,10,448,458,2.18
January 31 2020,Fresno,CA,Passenger,1,0,1,209,210,0.48
January 31 2018,Riverside,CA,Passenger,1,2,3,746,749,0.4
February 28 2018,San Mateo,CA,Passenger,0,1,1,140,141,0.71
July 31 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
November 30 2018,Riverside,CA,Passenger,2,2,4,704,708,0.56
August 31 2017,Lake,CA,Passenger,0,1,1,15,16,6.25
December 31 2020,Placer,CA,Passenger,2,0,2,92,94,2.13
October 31 2021,Contra Costa,CA,Passenger,1,3,4,253,257,1.56
June 30 2023,Alameda,CA,Passenger,6,2,8,192,200,4.0
July 31 2023,San Benito,CA,Passenger,1,0,1,7,8,12.5
October 31 2017,Marin,CA,Passenger,1,0,1,58,59,1.69
November 30 2021,Kings,CA,Passenger,2,0,2,326,328,0.61
March 31 2024,San Luis Obispo,CA,Passenger,0,1,1,38,39,2.56
July 31 2020,Orange,CA,Passenger,7,2,9,519,528,1.7
August 31 2020,Kern,CA,Passenger,0,1,1,220,221,0.45
March 31 2020,Fresno,CA,Passenger,1,0,1,208,209,0.48
May 31 2019,Alameda,CA,Passenger,2,2,4,324,328,1.22
August 31 2021,Los Angeles,CA,Passenger,9,8,17,927,944,1.8
March 31 2021,Ventura,CA,Passenger,1,2,3,290,293,1.02
April 30 2018,Riverside,CA,Passenger,2,2,4,723,727,0.55
June 30 2022,Fresno,CA,Passenger,1,0,1,163,164,0.61
June 30 2019,Shasta,CA,Passenger,1,0,1,43,44,2.27
January 31 2017,Ventura,CA,Passenger,0,2,2,403,405,0.49
August 31 2019,Monterey,CA,Passenger,0,1,1,194,195,0.51
May 31 2021,Santa Clara,CA,Passenger,11,3,14,287,301,4.65
August 31 2022,Solano,CA,Passenger,2,0,2,166,168,1.19
July 31 2019,Santa Cruz,CA,Passenger,1,0,1,41,42,2.38
September 30 2018,Fresno,CA,Passenger,1,0,1,201,202,0.5
April 30 2018,San Diego,CA,Passenger,7,2,9,2572,2581,0.35
February 29 2024,Santa Clara,CA,Passenger,16,3,19,173,192,9.9
March 31 2023,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
September 30 2022,Solano,CA,Passenger,2,1,3,168,171,1.75
October 31 2023,San Mateo,CA,Passenger,3,0,3,70,73,4.11
November 30 2022,Santa Cruz,CA,Passenger,1,0,1,25,26,3.85
May 31 2024,San Luis Obispo,CA,Passenger,0,1,1,37,38,2.63
April 30 2024,Marin,CA,Truck,1,0,1,5,6,16.67
February 29 2020,Santa Cruz,CA,Passenger,1,0,1,39,40,2.5
November 30 2021,San Mateo,CA,Passenger,3,0,3,100,103,2.91
November 30 2024,San Luis Obispo,CA,Passenger,0,1,1,32,33,3.03
October 31 2021,San Bernardino,CA,Passenger,1,0,1,399,400,0.25
April 30 2023,Placer,CA,Passenger,1,0,1,74,75,1.33
September 30 2023,Placer,CA,Passenger,2,0,2,74,76,2.63
May 31 2017,San Diego,CA,Passenger,5,2,7,2747,2754,0.25
September 30 2022,San Francisco,CA,Passenger,3,0,3,90,93,3.23
July 31 2021,Placer,CA,Passenger,2,0,2,86,88,2.27
August 31 2023,Sacramento,CA,Passenger,3,1,4,177,181,2.21
December 31 2018,Riverside,CA,Passenger,2,2,4,698,702,0.57
November 30 2021,Riverside,CA,Passenger,7,0,7,561,568,1.23
July 31 2022,Santa Clara,CA,Passenger,15,3,18,269,287,6.27
November 30 2022,Orange,CA,Passenger,9,3,12,408,420,2.86
June 30 2021,San Mateo,CA,Passenger,2,0,2,120,122,1.64
December 31 2018,Sacramento,CA,Passenger,0,1,1,316,317,0.32
May 31 2020,San Diego,CA,Passenger,15,4,19,2744,2763,0.69
April 30 2020,San Diego,CA,Passenger,14,4,18,2766,2784,0.65
March 31 2023,Riverside,CA,Passenger,8,0,8,469,477,1.68
